,Revenue,Gross Margin,Operating Margin,Gross Profit,Operating Profit,Net Income,EPS,PE Ratio,Discounted Cash Flow
317,2767.86,0.21,0.12,554.26,323.11,68.09,1.15,29.97,309.8541415427949
318,2851.8,0.22,0.13,629.23,374.61,74.92,1.27,29.82,302.0555034041367
319,2723.22,0.17,0.1,509.66,204.9,44.04,0.74,30.35,177.4517726747595
320,2755.25,0.17,0.09,326.08,244.9,50.58,0.85,30.56,195.44262461751526
321,2673.26,0.19,0.13,446.12,313.83,62.77,1.06,29.8,239.43945226167662
322,2781.08,0.16,0.1,422.03,284.67,56.93,0.96,30.28,217.97240933426184
323,2684.33,0.19,0.12,459.61,274.06,59.29,1.0,29.33,226.0501003828304
324,2946.04,0.21,0.12,588.71,387.08,77.42,1.31,30.08,312.4281049897676
325,2581.25,0.18,0.02,486.49,-101.61,10.15,0.17,29.71,42.10144422410586
326,2691.67,0.18,0.08,487.51,195.44,39.25,0.66,30.14,157.1597902461448
327,2657.36,0.17,0.09,441.09,214.97,45.34,0.77,30.04,155.85834929625125
328,2662.98,0.27,0.16,601.44,333.13,70.11,1.18,29.64,312.4523292084337
329,2815.8,0.22,0.12,487.47,330.21,66.04,1.12,30.31,264.84232554776173
330,2882.9,0.2,0.12,584.32,517.38,103.76,1.75,30.26,389.1860788491332
331,2856.5,0.22,0.16,639.75,369.83,73.97,1.25,30.51,288.4950396564615
332,2839.86,0.18,0.1,529.41,371.96,74.39,1.26,30.63,340.7955931330879
333,2767.63,0.21,0.12,727.58,390.56,78.93,1.33,29.89,306.89481224514907
334,2842.45,0.26,0.09,696.71,352.79,74.49,1.26,29.48,328.5166981811124
335,2873.7,0.21,0.17,480.02,580.2,116.04,1.96,29.96,524.7655428762339
336,2895.94,0.22,0.09,647.7,429.83,89.49,1.51,29.82,337.42005540537707
337,2778.84,0.21,0.13,617.69,333.63,66.73,1.13,30.09,242.4131144371284
338,2702.25,0.16,0.06,494.9,193.88,47.68,0.81,29.83,162.34714678037278
339,2804.45,0.18,0.1,461.28,201.88,43.27,0.73,29.68,154.91064362147944
340,2631.92,0.24,0.06,679.08,209.98,43.77,0.74,30.02,177.01815161623247
341,2709.49,0.22,0.06,584.89,45.26,33.6,0.57,29.85,159.541641254232
342,2775.48,0.22,0.1,612.46,282.6,56.52,0.95,29.93,195.69875244818436
343,2784.54,0.2,0.08,522.68,119.38,34.91,0.59,29.65,124.79822873199808
344,2595.67,0.2,0.13,550.32,312.21,64.93,1.1,30.13,264.3241310431193
345,3077.18,0.18,0.07,530.63,187.03,42.33,0.71,29.59,177.09390619097658
346,2990.31,0.18,0.08,533.02,150.21,33.19,0.56,30.09,131.4607131510257
347,2849.67,0.2,0.12,590.21,356.18,75.37,1.27,29.51,311.0562529007732
348,2724.69,0.2,0.08,572.46,331.7,70.18,1.19,29.97,272.90799196111453
349,2758.1,0.26,0.14,690.01,433.86,91.6,1.55,29.51,394.2162761729685
350,2667.91,0.21,0.1,559.35,224.14,55.6,0.94,29.74,191.18985185872702
351,2728.17,0.26,0.1,660.09,372.89,78.05,1.32,30.03,326.1874544308044
352,2935.63,0.2,0.09,536.82,300.79,62.64,1.06,29.34,264.9998265359341
353,2733.41,0.19,0.04,552.2,187.88,42.3,0.71,30.26,143.43143488660138
354,2589.07,0.19,0.12,469.73,270.79,54.99,0.93,29.77,217.88929558199231
355,2421.83,0.2,0.11,468.55,403.43,82.37,1.39,30.15,303.415599351913
356,2564.26,0.17,0.12,431.34,350.73,70.55,1.19,29.63,265.7166271955407
357,2699.09,0.19,0.1,705.65,242.05,49.83,0.84,29.38,182.60393192475016
358,2835.05,0.18,0.08,635.5,173.08,37.14,0.63,30.22,142.96828070470974
359,2761.0,0.14,0.08,388.57,194.26,39.98,0.68,30.34,148.54967253262126
360,2490.73,0.24,0.07,683.42,194.9,41.45,0.7,29.59,170.99620785308474
361,2776.39,0.23,0.09,634.85,340.18,69.19,1.17,29.73,261.9834158537008
362,2582.08,0.22,0.12,584.38,364.02,72.8,1.23,30.09,292.53678310436914
363,2565.53,0.23,0.07,590.84,183.13,41.62,0.7,29.54,168.3113408467893
364,2698.66,0.25,0.08,642.35,123.48,48.55,0.82,30.54,185.25224356073744
365,2728.11,0.26,0.11,613.64,249.23,50.16,0.85,29.71,181.6825320905766
366,2814.54,0.2,0.15,509.09,390.23,82.31,1.39,29.69,278.42288862250246
367,2569.37,0.2,0.17,475.47,423.92,84.78,1.43,30.18,301.26310269177435
368,2644.05,0.24,0.09,580.71,257.07,60.63,1.02,29.94,223.5282473685928
369,2556.03,0.23,0.07,605.02,113.55,31.61,0.53,30.11,117.69572583858704
370,2792.77,0.19,0.09,452.18,296.9,61.82,1.04,30.25,271.6948219163527
371,2769.21,0.14,0.09,381.34,311.51,62.94,1.06,30.41,312.24496357050594
372,2663.62,0.23,0.04,579.87,145.26,32.46,0.55,29.83,110.75332753420413
373,2617.58,0.2,0.14,550.99,343.08,68.62,1.16,30.31,269.12756178490287
374,2698.92,0.16,0.11,413.14,371.22,75.37,1.27,30.21,332.04610303271465
375,2705.6,0.26,0.08,738.77,295.25,63.78,1.08,29.73,248.77225684473925
376,2812.9,0.19,0.08,486.37,235.36,48.92,0.83,30.03,182.36046054950947
377,2771.01,0.26,0.1,771.46,351.46,73.93,1.25,30.1,309.5192260663925
378,2693.5,0.24,0.09,726.43,209.51,41.9,0.71,29.66,167.13764700201105
379,2819.83,0.15,0.1,431.12,185.05,40.03,0.68,29.93,156.77224477160487
380,2756.66,0.2,0.1,483.28,238.88,60.72,1.03,29.71,240.22156702820837
381,2870.32,0.2,0.15,628.98,480.43,100.49,1.7,30.02,432.18615441495626
382,2725.11,0.21,0.09,596.41,324.73,69.21,1.17,30.18,267.12732698700955
383,2712.74,0.21,0.07,588.07,65.26,46.4,0.78,29.72,196.84421912766837
384,2915.84,0.18,0.06,494.57,143.82,43.03,0.73,29.81,186.71250502420477
385,2742.44,0.24,0.06,623.52,28.88,28.84,0.49,30.07,111.70431932976949
386,2456.27,0.13,0.16,267.5,487.9,97.58,1.65,30.08,399.6154024641743
387,2801.17,0.2,0.08,659.51,195.58,41.87,0.71,29.78,146.11588723051986
388,2769.15,0.15,0.05,442.31,23.15,38.33,0.65,29.87,131.72352105915067
389,2685.72,0.21,0.13,592.84,289.09,59.97,1.01,30.28,219.89126777301274
390,2802.94,0.18,0.09,633.72,287.69,61.82,1.04,29.83,273.02933993481776
391,2501.76,0.21,0.06,483.94,109.11,37.07,0.63,29.77,126.52102603452778
392,2723.7,0.23,0.16,611.25,476.22,96.73,1.63,30.22,416.2414807855479
393,2645.11,0.2,0.05,611.69,252.04,53.75,0.91,29.95,211.7211509267495
394,2788.68,0.18,0.06,404.07,112.64,39.92,0.67,30.12,136.52270900662367
395,2656.96,0.13,0.14,271.86,315.89,66.63,1.13,29.82,268.4964473332789
396,2753.77,0.18,0.14,377.65,361.76,72.35,1.22,30.27,278.79028486494406
397,2824.33,0.26,0.1,748.76,309.73,73.22,1.24,29.9,349.87893154849905
398,2835.94,0.19,0.12,550.31,288.48,63.94,1.08,30.26,217.75638781801678
399,2940.86,0.18,0.04,558.43,107.2,27.89,0.47,30.43,104.0128018150247
400,2870.77,0.22,0.08,604.75,306.66,66.46,1.12,30.27,250.8611406377448
401,2770.63,0.16,0.1,512.42,250.22,50.04,0.85,29.36,211.36954880508176
402,2923.19,0.15,0.13,436.89,440.2,88.04,1.49,30.63,357.23906711472284
403,2718.29,0.22,0.05,542.98,83.17,27.48,0.46,29.95,109.03583971070276
404,2808.69,0.22,0.1,590.37,286.14,57.8,0.98,30.19,230.62485422544307
405,2745.48,0.2,0.11,565.68,247.1,49.42,0.83,29.69,179.6244968833273
406,2744.68,0.19,0.14,536.29,346.82,69.36,1.17,29.47,264.6053032458358
407,2814.58,0.18,0.07,602.16,200.6,41.09,0.69,30.26,155.93985154292446
408,2737.08,0.16,0.13,457.28,363.03,73.46,1.24,29.82,252.78283128130636
409,2733.9,0.21,0.11,604.63,274.18,54.84,0.93,30.08,210.88966675989863
410,2948.88,0.21,0.05,604.85,165.45,50.45,0.85,29.98,232.83329394604476
411,2810.84,0.24,0.11,630.27,267.16,59.06,1.0,29.54,199.6479494166196
412,2837.86,0.23,0.12,523.44,308.24,61.65,1.04,30.42,258.1777298643213
413,2696.44,0.18,0.06,480.03,190.51,45.16,0.76,30.44,175.6710182947583
414,2835.54,0.18,0.16,370.17,471.16,94.23,1.59,30.5,383.64741238418765
415,2827.68,0.23,0.08,620.91,89.37,32.88,0.56,30.2,126.87226436088694
416,2767.55,0.21,0.15,458.37,495.8,99.16,1.67,29.36,400.53277077737084
417,2725.24,0.22,0.08,653.43,226.96,46.79,0.79,29.78,158.2503651078281
418,2866.32,0.17,0.09,457.94,201.07,43.33,0.73,29.21,157.86994155159678
419,2650.04,0.26,0.09,671.06,285.84,60.43,1.02,29.87,267.2353170625057
420,2736.83,0.2,0.08,560.74,247.05,59.59,1.01,30.0,241.2862088480067
421,2783.96,0.2,0.09,435.37,241.4,48.28,0.82,30.01,189.2828765167424
422,2675.33,0.22,0.05,753.63,187.57,45.26,0.76,29.51,146.64314409893578
423,2854.65,0.18,0.1,467.59,295.84,61.21,1.03,29.35,226.6285764200621
424,2794.59,0.16,0.12,477.01,408.94,83.66,1.41,30.12,366.96102930914367
425,2576.92,0.21,0.12,453.6,319.69,68.64,1.16,29.86,300.9914968581221
426,2736.74,0.23,0.12,667.31,332.97,68.13,1.15,29.88,282.84726379529286
427,2809.85,0.19,0.17,583.49,459.77,91.95,1.55,29.98,369.78310295950365
428,2796.37,0.22,0.03,551.2,88.97,32.12,0.54,30.06,111.5130430612079
429,2797.05,0.22,0.07,615.28,93.23,36.11,0.61,30.39,129.9936235590231
430,2805.68,0.2,0.12,653.54,283.44,56.69,0.96,29.23,204.94906256701375
431,2846.51,0.18,0.11,573.01,181.99,49.42,0.83,30.26,183.85492466480758
432,2644.18,0.22,0.12,589.09,263.6,52.72,0.89,30.21,212.58395386674283
433,2529.72,0.18,0.1,397.69,253.07,61.81,1.04,29.7,296.8935957216693
434,2573.24,0.19,0.13,518.13,348.2,72.79,1.23,30.05,291.94044856721075
435,2605.8,0.26,0.08,704.89,134.84,28.08,0.47,29.95,113.99030653907244
436,2681.61,0.25,0.17,667.64,348.33,69.67,1.18,29.68,258.7669531837511
437,2675.03,0.18,0.07,442.36,215.89,48.06,0.81,29.77,204.1121909437892
438,2739.47,0.24,0.09,696.21,145.79,35.17,0.59,30.0,150.7783699373828
439,2797.09,0.21,0.15,464.46,358.76,71.75,1.21,29.97,300.832456740715
440,2522.35,0.15,0.1,392.21,346.98,74.72,1.26,29.6,316.36188276322275
441,2865.26,0.21,0.17,569.65,432.12,86.42,1.46,29.96,331.2128660394962
442,2614.42,0.19,0.09,440.88,133.23,33.63,0.57,29.85,128.60680411346925
443,2636.35,0.2,0.11,503.23,208.66,47.47,0.8,29.88,169.7466749732149
444,2655.4,0.14,0.09,385.74,267.71,61.7,1.04,29.75,252.8721755265603
445,2786.59,0.21,0.08,651.34,236.91,50.94,0.86,30.0,169.62567488195504
446,2620.61,0.22,0.12,609.27,343.6,70.0,1.18,30.58,288.08673380787434
447,2667.24,0.26,0.08,630.3,115.28,31.39,0.53,29.83,134.2972093049669
448,2810.22,0.23,0.11,655.64,373.53,80.72,1.36,29.84,306.3295295670587
449,2741.79,0.22,0.08,706.55,121.84,38.58,0.65,30.13,138.37794560670818
450,2751.48,0.27,0.12,664.17,347.02,70.06,1.18,30.6,297.40907503151084
451,2691.57,0.12,0.07,252.77,186.24,42.14,0.71,30.26,179.77127839743594
452,2932.01,0.22,0.15,697.19,406.7,81.34,1.37,29.38,296.2769811944353
453,2709.39,0.2,0.07,565.72,201.01,44.07,0.74,29.59,175.78867576583065
454,2680.47,0.21,0.07,603.57,209.56,43.15,0.73,29.84,160.34037140717652
455,2735.46,0.18,0.12,600.28,244.27,48.85,0.82,30.25,190.77948402106844
456,2789.93,0.22,0.12,607.13,382.18,79.97,1.35,30.17,327.88335925926043
457,2869.89,0.2,0.07,540.94,227.35,49.39,0.83,30.29,174.59102186516952
458,2619.18,0.2,0.11,471.88,339.48,69.23,1.17,29.99,289.5146168542003
459,2796.35,0.21,0.1,681.26,153.99,38.12,0.64,30.32,145.4216437031456
460,2572.45,0.25,0.08,690.42,221.92,44.38,0.75,29.87,154.07731430042062
461,2462.76,0.19,0.04,445.22,104.66,28.25,0.48,30.77,99.21458311160133
462,2753.29,0.25,0.12,641.28,373.5,78.58,1.33,29.81,319.07532956038864
463,2718.57,0.22,0.11,554.9,166.59,54.83,0.93,29.86,190.897243825053
464,3028.23,0.23,0.11,584.87,302.97,60.59,1.02,30.01,234.19391380625805
465,2647.45,0.2,0.08,575.28,182.34,42.67,0.72,30.18,151.4220164141871
466,2577.3,0.22,0.09,592.64,273.64,61.1,1.03,29.98,260.31142210459547
467,2714.8,0.17,0.13,410.44,378.39,75.68,1.28,30.2,275.753537271617
468,2787.65,0.2,0.12,622.18,269.35,55.03,0.93,30.0,208.01525481883877
469,2786.1,0.19,0.04,447.17,200.82,47.58,0.8,29.97,201.4745939015672
470,2603.75,0.16,0.14,359.92,335.22,73.3,1.24,29.96,317.46454849202394
471,2889.83,0.24,0.09,599.86,318.87,65.29,1.1,29.74,269.2341689394875
472,2776.05,0.17,0.11,518.83,329.64,65.93,1.11,29.78,227.66222245334004
473,2770.34,0.18,0.11,414.96,317.8,63.56,1.07,29.52,261.203094428406
474,2719.44,0.2,0.15,537.48,347.8,69.56,1.17,30.2,281.73989482540867
475,2755.43,0.22,0.04,567.49,71.9,29.95,0.51,30.72,104.98037106945564
476,2654.61,0.25,0.09,696.31,190.86,53.46,0.9,29.87,180.22201539154085
477,2741.94,0.19,0.09,438.19,197.67,46.95,0.79,29.98,195.8275484118622
478,2875.66,0.16,0.18,386.81,570.96,114.19,1.93,29.73,406.2308595533896
479,2689.77,0.19,0.08,567.73,405.38,86.33,1.46,30.32,336.8841158351823
480,2847.56,0.28,0.17,868.8,501.2,100.24,1.69,30.29,396.64027790821797
481,2696.29,0.3,0.11,750.25,249.19,60.27,1.02,30.25,251.9921408887018
482,2760.85,0.22,0.08,690.37,268.07,56.02,0.95,30.1,240.98990274159294
483,2749.68,0.26,0.08,737.04,395.75,82.21,1.39,30.49,379.3441494652251
484,2951.38,0.19,0.09,602.63,281.23,60.73,1.03,30.46,249.15373904692746
485,2853.81,0.17,0.11,467.29,329.2,66.84,1.13,29.84,290.13304072514575
486,2853.49,0.18,0.03,570.73,33.14,16.62,0.28,30.17,64.30585821907817
487,2628.57,0.2,0.08,554.74,287.49,58.47,0.99,29.91,262.7185661688736
488,2650.07,0.25,0.11,697.2,272.35,58.38,0.99,29.94,213.06119080976978
489,2692.14,0.19,0.14,498.21,402.07,80.41,1.36,29.83,335.66889357487344
490,2863.81,0.2,0.02,594.09,0.24,15.54,0.26,29.93,64.71219660552288
491,2738.26,0.16,0.09,395.62,197.24,43.28,0.73,30.08,155.93041058843562
492,2666.5,0.22,0.15,677.71,528.13,105.63,1.78,30.3,423.64246031519997
493,2776.05,0.24,0.05,515.77,79.03,24.22,0.41,30.59,107.5213277741043
494,2508.93,0.23,0.08,566.29,166.08,37.31,0.63,30.1,144.6892424863408
495,2725.67,0.2,0.09,577.14,247.66,54.19,0.91,30.09,241.1911138743021
496,2784.82,0.24,0.1,692.23,439.42,89.59,1.51,30.05,368.3743567806307
497,2668.79,0.15,0.14,393.08,370.75,74.15,1.25,30.08,263.21208484847375
498,2731.85,0.19,0.07,452.24,70.8,37.1,0.63,30.24,159.41734698986374
499,2700.53,0.2,0.08,614.98,184.61,45.05,0.76,30.03,215.06517860227814
500,2872.8,0.17,0.07,530.11,220.88,55.49,0.94,29.76,235.52952424616257
501,2891.14,0.3,0.09,727.88,282.57,70.4,1.19,29.74,275.6228510726166
502,2667.44,0.18,0.12,424.15,174.94,44.93,0.76,29.95,167.70164392314587
503,2709.81,0.21,0.12,634.34,311.09,62.47,1.05,29.43,245.01732756553474
504,2669.62,0.25,0.16,749.04,341.18,69.11,1.17,29.47,309.2310699113568
505,2764.12,0.18,0.07,501.78,161.31,42.63,0.72,29.75,154.81066102349138
506,2746.46,0.22,0.13,503.63,258.23,53.34,0.9,29.94,226.9159818109975
507,2688.17,0.15,0.15,492.78,377.68,76.27,1.29,29.94,310.68160649289877
508,2743.19,0.23,0.04,685.45,121.54,33.29,0.56,29.9,133.010206789973
509,2755.33,0.19,0.07,598.87,231.63,48.15,0.81,30.01,210.4792371946514
510,2546.02,0.17,0.11,450.15,301.95,60.39,1.02,30.29,250.5925377525145
511,2780.69,0.16,0.08,448.79,240.24,55.28,0.93,29.71,242.62012279846147
512,2633.36,0.14,0.11,464.7,275.47,55.09,0.93,29.58,206.27055778301934
513,2728.57,0.17,0.11,459.72,300.21,60.46,1.02,30.08,223.24796306084005
514,2781.95,0.22,0.12,648.46,364.96,73.76,1.25,29.88,292.0897322889692
515,2828.82,0.19,0.08,588.68,244.93,49.11,0.83,30.03,187.8572510136265
516,2799.19,0.26,0.1,685.96,319.3,69.49,1.17,30.41,230.65219765095026
517,2554.47,0.21,0.16,558.81,472.88,95.11,1.61,30.27,333.5804025640107
518,2827.25,0.14,0.13,225.85,320.64,69.99,1.18,29.64,307.9166065386982
519,2879.2,0.18,0.16,530.69,475.75,95.15,1.61,29.88,372.59023320806295
520,2783.13,0.2,0.15,424.19,489.3,98.84,1.67,30.01,381.113960222533
521,2945.37,0.21,0.07,636.45,184.46,49.47,0.84,29.62,163.32931695521523
522,2787.48,0.19,0.11,574.08,270.92,56.07,0.95,30.61,216.50532707230275
523,2698.74,0.18,0.1,449.19,253.98,50.8,0.86,30.21,213.0667760799084
524,2841.06,0.17,0.15,513.67,436.1,92.1,1.56,29.63,374.7087079233195
525,2881.7,0.19,0.08,531.74,246.76,54.19,0.92,30.43,189.14967618421062
526,2802.01,0.23,0.1,607.22,330.88,66.87,1.13,30.08,248.78743302478563
527,2706.94,0.22,0.1,610.94,320.69,66.22,1.12,29.81,246.195202272537
528,2625.78,0.14,0.1,398.97,260.75,56.59,0.96,29.9,257.06815381029986
529,2938.52,0.22,0.12,688.62,292.89,59.12,1.0,29.73,233.08483135150018
530,2667.62,0.16,0.08,417.41,286.49,57.42,0.97,30.49,243.31254763075685
531,2584.91,0.2,0.14,449.96,355.48,73.25,1.24,29.63,292.0318988550922
532,2785.78,0.16,0.11,445.45,277.68,56.33,0.95,30.08,218.91303889708266
533,2452.08,0.25,0.08,578.68,209.87,42.6,0.72,30.66,151.5979241371198
534,2829.81,0.17,0.13,421.51,444.57,89.29,1.51,29.93,322.60990446099487
535,2723.71,0.22,0.13,664.5,304.72,67.16,1.13,30.09,233.29667888377952
536,2900.33,0.22,0.12,578.65,269.42,55.47,0.94,30.33,208.44044727647585
537,2858.41,0.19,0.12,444.53,486.83,97.37,1.64,29.53,389.7824362574753
538,2809.17,0.2,0.01,675.39,-26.16,20.4,0.34,30.03,95.95103845751018
539,2707.92,0.19,0.14,517.88,385.29,77.06,1.3,30.43,299.1687776500968
540,2485.69,0.19,0.05,506.76,99.22,30.1,0.51,30.31,115.4337129629575
541,2813.58,0.27,0.13,705.63,371.78,75.84,1.28,30.0,263.1995769490639
542,2904.29,0.16,0.13,471.49,348.69,71.77,1.21,30.4,261.72383751195304
543,2967.9,0.24,0.1,795.05,263.54,52.71,0.89,30.12,209.77116204834945
544,2620.92,0.16,0.14,509.56,336.06,67.21,1.13,30.11,254.83978288266832
545,2806.15,0.19,0.09,477.8,207.88,48.97,0.83,29.74,194.5587713013145
546,2652.72,0.23,0.14,621.29,380.48,78.18,1.32,29.83,321.0449447488925
547,2621.12,0.2,0.11,523.7,241.97,49.43,0.83,29.72,177.2873762243704
548,2600.97,0.24,0.1,633.18,251.71,52.69,0.89,29.93,233.46754963305938
549,2714.36,0.2,0.14,569.32,448.46,89.69,1.51,29.91,386.84039912090464
550,2667.83,0.23,0.11,726.15,291.81,59.9,1.01,29.4,251.2411549357068
551,2609.97,0.2,0.07,473.05,199.89,42.33,0.71,29.83,188.27760628033516
552,2587.11,0.15,0.05,391.96,79.04,22.38,0.38,29.98,82.0651087371569
553,2825.89,0.2,0.1,526.08,373.29,77.13,1.3,29.88,289.3249218104332
554,2844.54,0.19,0.11,469.48,271.38,67.18,1.13,30.11,224.17520130662206
555,2942.49,0.23,0.08,755.62,143.21,42.9,0.72,29.64,152.0958627002426
556,2618.49,0.21,0.08,518.91,285.02,61.55,1.04,30.2,214.2437992703979
557,2581.91,0.19,0.09,483.11,320.19,68.56,1.16,29.31,285.5667348099861
558,2807.46,0.22,0.14,604.41,326.87,65.37,1.1,29.54,231.19651189517248
559,2643.16,0.15,0.1,435.26,137.26,44.66,0.75,29.51,162.56612373389524
560,2604.86,0.16,0.08,432.34,107.64,36.84,0.62,30.28,134.5386845191174
561,2784.56,0.21,0.14,506.77,322.9,80.78,1.36,30.31,336.33404816145
562,2885.75,0.22,0.11,632.66,313.36,62.67,1.06,30.11,256.84701414246615
563,2642.28,0.17,0.13,523.27,385.56,77.49,1.31,30.12,281.84444839819344
564,2716.31,0.17,0.15,481.77,490.69,98.14,1.66,29.59,400.8921512750856
565,2714.37,0.27,0.08,654.51,-8.28,37.05,0.63,30.06,141.3017526220491
566,2657.7,0.16,0.1,421.56,310.39,63.18,1.07,29.84,280.10197355625445
567,2710.24,0.26,0.1,606.31,245.24,51.55,0.87,29.83,230.54960666875618
568,2682.79,0.22,0.1,572.31,328.13,67.74,1.14,30.69,255.96757292327464
569,2531.97,0.13,0.07,320.8,200.41,46.48,0.78,30.01,158.76680844908952
570,2838.78,0.15,0.12,550.75,411.87,83.35,1.41,30.02,388.670668726048
571,2826.21,0.18,0.12,599.24,291.0,58.92,0.99,30.14,252.27885327892142
572,2742.63,0.2,0.04,444.05,212.61,54.64,0.92,30.4,244.315038089427
573,2614.72,0.15,0.09,388.3,204.68,40.94,0.69,29.99,163.01334716059887
574,2892.06,0.22,0.12,721.51,256.51,51.3,0.87,30.18,188.74160012537445
575,2744.16,0.18,0.15,510.82,519.13,106.23,1.79,30.37,448.5218267244899
576,2768.44,0.21,0.15,680.24,420.4,84.08,1.42,30.27,339.60908735391087
577,2852.21,0.23,0.1,743.2,196.8,42.79,0.72,30.14,170.89603545413283
578,2932.53,0.18,0.06,530.29,273.41,55.32,0.93,29.83,221.3191654443968
579,2834.99,0.21,0.1,572.63,215.46,44.21,0.75,30.48,170.096683431572
580,2963.49,0.22,0.16,702.22,504.51,100.9,1.7,30.43,369.39671779911737
581,2859.31,0.21,0.1,513.72,378.54,76.57,1.29,29.91,319.8743111872733
582,2829.83,0.21,0.06,585.5,219.74,44.38,0.75,30.25,172.61932205759456
583,2643.73,0.19,0.12,461.55,411.04,83.54,1.41,29.71,341.9240507453859
584,2723.2,0.2,0.07,508.48,154.86,35.4,0.6,29.79,147.48405280896813
585,2638.07,0.23,0.06,629.97,141.86,44.15,0.75,30.65,204.6958345769446
586,2594.35,0.16,0.1,457.93,238.55,53.96,0.91,30.17,202.337727857492
587,2736.76,0.2,0.07,600.7,230.88,50.6,0.85,30.45,221.58391625536282
588,2550.17,0.19,0.06,477.96,201.32,51.86,0.88,30.17,169.31824532461502
589,2691.9,0.2,0.11,564.83,346.55,70.19,1.19,29.44,278.78917608885155
590,2775.88,0.17,0.13,575.46,299.75,59.95,1.01,29.81,218.97538740603665
591,2788.44,0.13,0.12,355.27,310.45,72.21,1.22,29.92,240.63812285270893
592,2844.28,0.16,0.09,436.3,270.75,59.84,1.01,29.84,236.17140687944567
593,2635.86,0.12,0.13,284.11,311.54,64.17,1.08,29.88,255.0488362321534
594,2777.97,0.21,0.13,551.51,407.15,81.43,1.38,29.96,355.1717969875832
595,2769.5,0.24,0.1,608.1,268.34,53.67,0.91,30.1,236.42386929447304
596,2998.44,0.17,0.12,451.03,323.03,64.61,1.09,29.52,238.50734655924023
597,2671.93,0.24,0.06,728.61,42.11,26.12,0.44,30.09,108.47593402597191
598,2843.21,0.17,0.17,497.84,537.1,108.72,1.84,30.13,446.74628237072693
599,2607.19,0.2,0.12,559.13,317.01,66.7,1.13,30.63,281.519348692779
600,2598.09,0.2,0.13,443.31,272.14,54.43,0.92,30.58,203.6812056889759
601,2687.38,0.22,0.1,597.68,268.16,55.42,0.94,29.87,210.8194646893261
602,2911.17,0.23,0.04,676.47,169.3,38.42,0.65,30.23,146.30705497452794
603,2781.04,0.2,0.16,533.87,369.3,73.86,1.25,30.13,288.4342387331422
604,2985.99,0.26,0.07,719.19,279.03,62.17,1.05,29.09,265.70447831081765
605,2804.77,0.19,0.13,481.05,488.59,98.23,1.66,29.86,393.2632107082862
606,2945.8,0.17,0.14,471.37,335.15,72.72,1.23,29.85,308.806536054075
607,2690.18,0.22,0.05,629.44,183.76,47.21,0.8,29.9,214.3174386570468
608,2569.92,0.21,0.1,508.54,267.39,54.26,0.92,30.09,224.46175051657
609,2762.4,0.2,0.09,600.21,168.19,46.32,0.78,29.82,188.76853714324665
610,2547.41,0.2,0.09,509.04,201.59,48.45,0.82,29.96,176.05290499953972
611,2911.85,0.22,0.09,592.1,272.28,61.67,1.04,29.93,266.6215967500035
612,2759.24,0.24,0.05,580.37,100.38,37.4,0.63,30.01,166.73203720980754
613,2773.28,0.22,0.11,560.99,327.53,70.45,1.19,29.67,291.25633499043545
614,2696.5,0.2,0.06,552.18,98.44,34.07,0.58,30.27,162.94484218948716
615,2871.93,0.24,0.15,645.44,492.78,99.18,1.67,29.96,421.5461273225831
616,2737.49,0.18,0.06,482.49,122.96,28.05,0.47,30.02,117.41566041771144
617,2755.66,0.22,0.08,664.67,275.72,57.55,0.97,29.84,236.41177650547164
618,2670.72,0.23,0.12,653.22,256.89,56.32,0.95,30.02,237.37289311193334
619,2767.52,0.19,0.03,423.08,17.87,16.32,0.28,29.91,60.59651169293006
620,2625.92,0.2,0.08,533.69,282.35,58.57,0.99,29.69,226.8161171168907
621,2692.53,0.24,0.1,582.43,299.19,59.84,1.01,30.17,225.47429847075477
622,2820.92,0.23,0.13,630.38,426.69,85.34,1.44,29.96,345.4741258101405
623,3045.73,0.2,0.09,559.67,238.82,47.76,0.81,29.98,187.22571688314437
624,2831.21,0.23,0.08,699.39,253.16,59.26,1.0,30.02,269.5289827405094
625,2658.06,0.16,0.06,420.64,133.55,36.12,0.61,29.81,130.7860333381701
626,2838.3,0.17,0.06,492.88,139.6,44.13,0.75,30.1,148.38505305269223
627,2760.84,0.25,0.09,708.1,126.8,33.54,0.57,30.1,125.4999159275694
628,2654.14,0.18,0.11,376.94,280.04,59.61,1.01,30.28,207.53499994822923
629,2762.31,0.2,0.11,557.36,211.0,59.41,1.0,30.25,208.7965346447561
630,2768.44,0.2,0.15,565.0,390.06,78.01,1.32,30.0,287.72805045075285
631,2799.25,0.19,0.11,467.39,331.74,66.35,1.12,30.11,256.55779517025024
632,2756.76,0.19,0.11,527.05,320.81,70.18,1.19,30.05,316.3949551929291
633,2870.4,0.15,0.06,431.54,114.29,27.19,0.46,30.04,111.33694346761357
634,2674.75,0.2,0.08,535.16,290.82,62.72,1.06,29.96,244.09089598685432
635,2620.59,0.21,0.09,563.3,201.1,45.89,0.77,29.93,195.47695132515923
636,2730.23,0.16,0.13,437.43,414.14,84.11,1.42,30.38,330.6475849913205
637,2701.81,0.22,0.12,541.0,331.0,66.58,1.12,30.67,281.3751366841995
638,2771.71,0.22,0.06,477.42,155.71,37.25,0.63,29.83,129.36662592831925
639,2976.79,0.22,0.03,678.76,34.36,25.12,0.42,30.25,86.41422873226632
640,2798.84,0.21,0.07,583.18,209.52,48.53,0.82,29.74,210.23580952938428
