,Revenue,Gross Margin,Operating Margin,Gross Profit,Operating Profit,Net Income,EPS,PE Ratio,Discounted Cash Flow
319,1655.97,0.21,0.1,386.81,237.56,47.64,0.41,29.74,95.18029299159745
320,1577.31,0.19,0.11,289.87,147.88,36.3,0.31,30.22,73.00972546615674
321,1587.81,0.18,0.19,283.87,290.32,58.06,0.5,30.35,112.81575685791525
322,1629.68,0.17,0.12,258.32,188.18,38.15,0.33,29.9,76.1427455274502
323,1559.12,0.18,0.04,276.57,76.92,23.89,0.21,29.75,58.028558551506315
324,1666.5,0.19,0.12,340.21,198.71,39.74,0.34,30.43,76.14005704784225
325,1667.06,0.2,0.06,348.84,87.86,21.38,0.18,29.55,47.501390010737985
326,1546.96,0.18,0.04,261.79,80.81,21.95,0.19,30.04,51.421272423904284
327,1532.95,0.18,0.1,331.95,199.8,40.63,0.35,30.0,77.74966429784473
328,1523.62,0.21,0.11,373.32,225.3,47.08,0.41,29.77,107.14719943690633
329,1684.23,0.2,0.09,349.27,188.54,41.13,0.36,30.15,89.29998172239878
330,1702.88,0.16,0.1,295.84,129.81,29.79,0.26,29.92,64.31302401473914
331,1671.43,0.18,0.1,276.24,123.05,30.17,0.26,29.92,53.63503428509283
332,1588.29,0.18,0.05,250.56,51.37,16.8,0.15,30.27,39.988541108907306
333,1680.23,0.23,0.12,358.34,219.28,43.86,0.38,29.95,93.2627203025592
334,1685.91,0.19,0.16,317.5,237.83,47.57,0.41,29.97,98.00913479674901
335,1570.77,0.21,0.05,319.09,41.77,18.36,0.16,30.31,34.280168089979966
336,1548.39,0.15,0.13,210.15,157.55,31.51,0.27,30.02,67.49592334944617
337,1603.79,0.22,0.13,384.42,218.52,46.85,0.4,30.2,105.35724304490427
338,1651.74,0.24,0.06,349.32,116.89,28.1,0.24,29.41,51.2650383611464
339,1544.91,0.26,0.09,452.61,179.24,35.85,0.31,29.95,78.74277516478944
340,1655.54,0.25,0.09,437.6,70.67,19.47,0.17,30.03,39.09059172270291
341,1668.39,0.25,0.11,421.35,124.83,25.21,0.22,30.05,59.05638997463514
342,1687.53,0.22,0.11,276.59,124.31,39.34,0.34,29.65,68.61474956153077
343,1606.3,0.17,0.13,295.66,156.98,39.95,0.35,29.49,81.03733374658489
344,1643.08,0.23,0.11,400.15,223.71,45.32,0.39,30.21,92.68580773669538
345,1633.06,0.21,0.07,352.75,108.5,24.4,0.21,30.13,44.09621536868518
346,1657.3,0.2,0.08,327.16,139.26,33.99,0.29,30.24,58.539735374249275
347,1631.98,0.17,0.13,271.28,220.75,49.51,0.43,29.9,98.51434371837875
348,1636.9,0.18,0.07,301.19,89.62,24.01,0.21,29.63,43.10525487751657
349,1557.86,0.22,0.11,323.96,189.95,38.62,0.33,29.74,81.40405308283576
350,1488.45,0.2,0.08,246.5,105.65,23.19,0.2,30.54,41.13246828542778
351,1574.22,0.2,0.12,294.47,203.19,41.29,0.36,29.64,74.7883280851605
352,1658.78,0.19,0.14,294.33,183.7,38.04,0.33,30.02,78.35999185058088
353,1684.05,0.19,0.16,376.18,329.58,65.92,0.57,29.99,128.54373656756133
354,1615.61,0.19,0.12,293.33,209.06,44.76,0.39,29.66,90.58708898595665
355,1447.8,0.13,0.14,193.58,136.66,28.32,0.24,30.06,58.78504182783623
356,1594.53,0.19,0.13,285.62,165.19,33.6,0.29,29.72,66.22421666139734
357,1659.08,0.24,0.08,412.76,169.81,35.15,0.3,30.45,67.41339365652341
358,1615.74,0.22,0.07,332.6,130.88,29.03,0.25,30.17,58.031689732196426
359,1571.35,0.18,0.11,286.93,194.8,39.54,0.34,29.89,85.72994707346488
360,1473.9,0.2,0.13,303.21,107.36,27.32,0.24,30.54,53.43359539577441
361,1673.21,0.24,0.14,404.13,307.16,62.64,0.54,29.88,130.09131057718048
362,1639.4,0.2,0.05,357.92,99.3,27.39,0.24,29.66,61.300142756277424
363,1619.35,0.2,0.06,317.88,81.2,19.7,0.17,29.78,37.74643126743641
364,1689.86,0.2,0.13,337.55,274.43,55.22,0.48,29.94,106.81119064939215
365,1596.96,0.2,0.14,351.38,236.22,47.24,0.41,29.5,100.47242662155514
366,1626.84,0.22,0.1,474.47,108.55,24.93,0.22,30.26,45.21897824990944
367,1576.24,0.19,0.16,221.04,270.34,54.07,0.47,30.13,103.265411890557
368,1601.45,0.16,0.15,317.82,294.44,59.0,0.51,29.81,112.70932823758417
369,1571.45,0.14,0.15,257.17,184.97,40.66,0.35,30.17,87.45934081774072
370,1548.54,0.19,0.1,296.24,135.11,30.14,0.26,30.32,70.23335553574513
371,1629.91,0.22,0.1,344.64,198.37,46.56,0.4,29.88,84.9735227587096
372,1699.66,0.25,0.09,402.62,98.62,19.72,0.17,30.29,39.896762210668555
373,1675.26,0.24,0.13,405.41,219.72,45.32,0.39,29.96,89.32604089665236
374,1504.04,0.2,0.13,302.03,200.55,41.61,0.36,30.13,82.27661928269744
375,1527.01,0.18,0.12,311.14,176.12,35.22,0.3,30.04,66.94342577966981
376,1567.57,0.18,0.08,234.4,122.57,25.7,0.22,29.43,45.33401679276224
377,1622.97,0.18,0.05,333.35,103.37,24.28,0.21,30.7,58.03815106181392
378,1608.92,0.18,0.08,293.65,107.95,21.59,0.19,30.35,42.647415633865414
379,1652.87,0.22,0.1,473.5,189.84,38.63,0.33,30.13,82.80063852449491
380,1650.39,0.21,0.15,351.61,265.79,53.16,0.46,29.97,111.65759307150299
381,1657.53,0.24,0.14,408.36,179.6,37.46,0.32,30.48,83.91022316950443
382,1498.4,0.18,0.07,241.63,64.58,15.8,0.14,30.14,34.363977948444706
383,1647.02,0.17,0.11,275.18,102.06,27.06,0.23,30.03,56.81192781708822
384,1603.71,0.2,0.07,327.7,117.77,24.52,0.21,29.89,49.4777851625247
385,1683.2,0.21,0.12,379.28,125.79,30.77,0.27,30.22,58.20713244241768
386,1531.69,0.17,0.07,286.74,124.24,25.68,0.22,29.84,47.60409525682988
387,1612.59,0.21,0.09,358.3,116.35,28.21,0.24,29.93,63.63641893545272
388,1617.17,0.2,0.09,324.98,138.36,29.4,0.25,29.85,61.85742539319369
389,1534.12,0.22,0.11,331.02,228.31,45.86,0.4,30.4,105.06263456227342
390,1594.35,0.22,0.08,427.9,77.24,21.06,0.18,30.04,40.12131649856583
391,1556.82,0.2,0.06,251.35,140.52,35.91,0.31,30.27,59.95897570485017
392,1633.98,0.18,0.04,282.31,94.23,22.26,0.19,30.12,36.21455601750307
393,1690.42,0.21,0.08,301.14,206.83,42.95,0.37,30.23,84.74135936698245
394,1490.06,0.22,0.13,312.84,215.55,43.54,0.38,30.13,90.44495046980485
395,1709.83,0.2,0.1,285.41,126.04,29.63,0.26,30.46,56.31804952619286
396,1491.58,0.16,0.1,218.37,176.52,36.82,0.32,30.46,66.9291133906448
397,1724.43,0.22,0.09,374.95,166.98,35.78,0.31,30.19,73.88017485417903
398,1521.76,0.19,0.13,251.67,200.22,44.22,0.38,29.74,94.23774298430405
399,1671.34,0.14,0.19,224.89,306.82,61.36,0.53,30.44,122.04001232990575
400,1663.54,0.18,0.06,290.35,156.44,32.37,0.28,30.23,71.08417406943983
401,1551.07,0.22,0.13,345.03,171.97,34.39,0.3,29.82,64.92087045024722
402,1566.74,0.2,0.18,392.0,328.39,66.52,0.57,30.79,152.9163533615062
403,1646.83,0.16,0.17,292.49,316.76,63.35,0.55,30.56,142.60466561869515
404,1526.15,0.22,0.08,286.43,96.28,26.15,0.23,29.8,47.01099945088107
405,1521.83,0.21,0.15,248.45,225.93,48.37,0.42,30.1,112.70604335282484
406,1655.12,0.16,0.04,245.74,-0.77,16.85,0.15,29.37,31.212418982564447
407,1549.37,0.2,0.13,296.45,212.61,45.2,0.39,30.02,107.53414309356944
408,1788.72,0.19,0.12,393.17,247.28,50.27,0.43,30.23,102.66340246634593
409,1660.27,0.26,0.11,399.23,241.24,50.31,0.43,29.79,112.68556201058473
410,1639.7,0.22,0.1,369.39,137.3,27.53,0.24,30.58,54.112211149884594
411,1695.11,0.2,0.11,378.78,209.29,44.96,0.39,29.99,101.28526856507658
412,1554.13,0.14,0.11,226.52,176.28,35.26,0.3,29.74,79.19546076839066
413,1542.71,0.18,0.1,285.23,181.87,36.37,0.31,30.47,70.90824406264925
414,1510.48,0.18,0.11,300.42,155.31,33.17,0.29,29.74,67.54229300620199
415,1666.18,0.2,0.03,327.17,-11.86,13.73,0.12,29.96,27.003823248962945
416,1641.73,0.2,0.1,312.83,146.67,29.33,0.25,29.94,65.91967881934683
417,1707.44,0.22,0.14,295.26,257.82,51.56,0.45,30.07,100.47440081383195
418,1615.95,0.19,0.12,360.47,210.01,42.0,0.36,29.63,81.67634433412633
419,1622.17,0.2,0.13,303.11,170.25,42.15,0.36,30.28,92.72877799543858
420,1711.94,0.22,0.09,368.86,156.55,32.48,0.28,30.23,71.62295431498256
421,1624.23,0.19,0.15,339.96,235.63,47.13,0.41,29.83,94.01713219114862
422,1700.99,0.22,0.09,384.12,168.62,34.42,0.3,29.9,61.76064360436128
423,1562.38,0.22,0.08,405.19,104.59,27.12,0.23,30.01,61.624313563467574
424,1669.85,0.16,0.15,297.99,184.45,40.05,0.35,30.06,79.78457217481653
425,1602.25,0.2,0.12,420.95,172.41,34.48,0.3,30.1,61.875713941432174
426,1534.13,0.25,0.11,300.69,246.08,50.45,0.44,30.32,112.67871899088172
427,1560.68,0.22,0.13,409.22,181.39,36.28,0.31,29.56,73.88411068963084
428,1501.06,0.18,0.09,272.41,176.9,37.44,0.32,30.1,80.46829753970056
429,1549.81,0.22,0.14,304.41,255.15,51.03,0.44,30.04,109.35553456374329
430,1647.14,0.25,0.12,402.4,257.11,51.89,0.45,29.89,105.32190359394218
431,1513.22,0.22,0.12,309.65,145.99,29.99,0.26,29.84,53.97261675769717
432,1711.04,0.15,0.15,253.04,227.86,47.15,0.41,29.97,101.020877232928
433,1615.07,0.22,0.14,307.23,210.86,42.41,0.37,29.91,86.52987387744159
434,1615.32,0.16,0.07,230.16,132.89,31.27,0.27,30.51,65.86938967201151
435,1651.64,0.19,0.08,326.33,87.91,24.4,0.21,29.87,44.21999813869179
436,1598.88,0.18,0.08,225.26,114.6,24.69,0.21,29.88,55.705757713137025
437,1536.5,0.18,0.12,277.76,170.64,34.13,0.29,30.07,63.39093902276415
438,1668.56,0.21,0.09,323.69,174.26,37.02,0.32,30.06,73.9003096299825
439,1777.69,0.2,0.15,383.01,252.32,50.46,0.44,29.57,106.68480636198336
440,1680.26,0.18,0.12,306.69,156.01,31.69,0.27,30.32,61.87030913351074
441,1670.53,0.19,0.15,311.44,262.28,52.46,0.45,29.87,110.49875122198762
442,1664.8,0.18,0.08,244.8,96.77,19.35,0.17,30.25,41.59151553319691
443,1559.21,0.19,0.14,243.51,194.58,39.76,0.34,29.92,86.63908813910032
444,1656.06,0.2,0.08,359.89,111.56,27.68,0.24,29.79,46.98425099435042
445,1615.55,0.17,0.09,256.34,194.9,40.68,0.35,29.9,94.53557581317715
446,1629.25,0.2,0.06,323.05,138.58,32.33,0.28,30.02,74.07192335700964
447,1614.96,0.22,0.13,337.4,206.99,41.75,0.36,30.16,82.22664916601332
448,1597.67,0.23,0.09,376.22,150.21,31.27,0.27,29.73,56.9653579752652
449,1656.94,0.18,0.1,329.45,153.05,33.88,0.29,29.75,62.62649880065833
450,1565.63,0.17,0.07,261.61,48.66,19.07,0.16,29.48,35.23242570067561
451,1609.75,0.19,0.1,313.45,131.5,34.57,0.3,30.07,60.49462715241246
452,1560.91,0.21,0.09,314.46,87.44,20.62,0.18,30.04,49.18897555253731
453,1565.02,0.18,0.14,299.99,248.25,51.08,0.44,29.94,107.08911514655588
454,1583.68,0.17,0.11,284.92,175.1,35.33,0.31,29.57,71.22606595638102
455,1657.05,0.18,0.15,267.69,209.71,42.28,0.37,29.89,92.97330819431127
456,1712.7,0.16,0.08,240.07,174.1,36.17,0.31,30.32,68.96663540777344
457,1540.14,0.19,0.09,261.34,156.86,32.22,0.28,30.25,64.25089279782816
458,1553.97,0.17,0.11,259.92,178.21,35.64,0.31,30.01,72.90738019757862
459,1782.31,0.23,0.08,431.25,88.8,26.11,0.23,29.9,55.55297945701176
460,1641.44,0.25,0.04,407.44,68.9,22.7,0.2,29.78,41.578723101797756
461,1658.62,0.24,0.12,368.93,189.63,40.01,0.35,29.76,83.34538451137078
462,1640.85,0.17,0.07,281.51,113.91,24.33,0.21,29.53,47.438004377601
463,1530.67,0.22,0.15,282.81,227.73,46.28,0.4,30.09,91.62252957597998
464,1552.09,0.16,0.09,265.22,145.85,32.0,0.28,29.91,61.732071221703094
465,1622.4,0.25,0.09,377.65,199.37,40.46,0.35,30.5,84.74361776020979
466,1539.61,0.15,0.09,215.14,50.57,22.69,0.2,29.78,42.88552212023757
467,1620.07,0.21,0.12,418.26,211.53,45.66,0.39,29.83,99.31910785272747
468,1550.88,0.14,0.14,278.67,225.98,45.2,0.39,29.47,83.44163378195599
469,1696.12,0.24,0.09,432.45,129.03,25.81,0.22,30.02,63.02917685776224
470,1722.54,0.16,0.1,292.44,212.11,43.38,0.37,29.86,101.4541393235748
471,1592.21,0.17,0.11,298.41,92.04,21.78,0.19,29.65,41.32989410237897
472,1477.03,0.22,0.13,403.95,247.18,51.32,0.44,30.02,106.36371578542901
473,1704.41,0.2,0.14,259.46,244.78,52.34,0.45,30.12,117.70626794550125
474,1460.3,0.2,0.07,250.47,139.75,28.24,0.24,30.13,64.3871920832965
475,1584.96,0.17,0.11,249.71,104.68,25.99,0.22,30.25,50.8201195541542
476,1660.74,0.2,0.1,285.06,166.56,33.31,0.29,30.45,72.85523833546728
477,1642.61,0.17,0.16,341.41,323.93,64.79,0.56,30.28,135.21781244902894
478,1637.18,0.24,0.01,339.1,20.81,18.29,0.16,30.23,32.18935042319155
479,1482.67,0.24,0.09,372.96,125.99,27.55,0.24,29.99,59.27574864851173
480,1471.03,0.19,0.08,299.01,146.94,29.39,0.25,29.96,64.4254194965499
481,1709.08,0.2,0.1,316.68,198.8,45.4,0.39,29.61,97.94300178095466
482,1670.6,0.22,0.11,359.84,212.8,42.56,0.37,30.02,87.51813747820076
483,1630.2,0.17,0.16,317.94,216.09,44.19,0.38,29.86,94.20438457866493
484,1614.6,0.25,0.06,381.62,94.53,24.99,0.22,30.23,47.61935608822478
485,1536.43,0.14,0.16,186.56,269.23,53.85,0.47,29.77,110.13203225551
486,1570.56,0.2,0.14,341.69,293.62,59.42,0.51,30.08,134.7208364045131
487,1525.27,0.12,0.11,217.81,186.73,40.12,0.35,30.23,81.41623591925472
488,1547.49,0.25,0.12,416.81,202.16,40.43,0.35,30.01,91.27747866735632
489,1625.75,0.17,0.1,257.88,189.59,39.57,0.34,30.26,83.09615435816013
490,1652.97,0.22,0.06,389.08,118.4,25.15,0.22,30.04,47.34734991883068
491,1612.05,0.17,0.05,248.96,91.8,20.32,0.18,29.55,44.12749380470121
492,1587.86,0.23,0.11,368.18,115.65,23.13,0.2,29.97,45.645548774485356
493,1575.0,0.19,0.07,268.45,113.08,25.68,0.22,29.76,43.67267567318013
494,1617.65,0.22,0.1,323.37,152.2,31.68,0.27,30.14,64.92199747600874
495,1619.47,0.18,0.12,314.21,154.77,32.79,0.28,29.94,64.75327402101775
496,1692.06,0.18,0.09,326.44,188.01,38.84,0.34,29.78,83.01705536266641
497,1644.19,0.25,0.08,440.05,129.83,25.97,0.22,29.71,50.62892231013837
498,1511.71,0.23,0.11,296.5,134.35,32.32,0.28,29.77,55.512297259365845
499,1591.18,0.21,0.06,364.09,118.49,27.17,0.23,29.71,55.42432391762088
500,1516.61,0.2,0.08,319.58,95.13,25.12,0.22,29.52,51.47238143782887
501,1650.69,0.19,0.12,320.15,243.9,50.62,0.44,30.07,100.48828844364346
502,1619.43,0.16,0.13,241.85,200.93,40.19,0.35,30.55,78.63159214850987
503,1546.58,0.2,0.07,331.88,97.22,23.8,0.21,30.19,41.28682723546673
504,1693.14,0.23,0.12,396.81,233.78,47.79,0.41,30.07,96.23351632592602
505,1602.13,0.18,0.09,329.36,160.5,35.62,0.31,29.87,82.71742415177943
506,1502.22,0.17,0.12,231.51,202.54,43.83,0.38,30.36,88.29103370101096
507,1577.41,0.23,0.12,418.98,167.73,33.98,0.29,29.73,74.07829181008096
508,1571.33,0.16,0.17,176.77,277.69,55.54,0.48,29.99,111.1127367691196
509,1678.19,0.25,0.11,400.98,257.85,52.21,0.45,29.9,106.84832298182488
510,1707.55,0.21,0.1,284.62,150.31,30.06,0.26,30.3,57.57819386296525
511,1638.81,0.18,0.1,317.44,204.2,49.13,0.42,30.06,109.99335406291792
512,1521.84,0.22,0.04,312.9,85.93,18.49,0.16,29.83,34.10011056395036
513,1605.84,0.19,0.11,394.69,122.1,24.42,0.21,29.97,45.62981743699055
514,1510.84,0.2,0.09,316.13,122.11,29.06,0.25,30.03,65.69754402167094
515,1533.87,0.16,0.06,238.6,78.52,21.44,0.19,30.2,49.81772339069575
516,1627.59,0.25,0.11,339.14,254.94,52.28,0.45,29.62,103.62443360048225
517,1463.14,0.16,0.15,249.29,223.63,44.73,0.39,29.69,93.87120868471729
518,1617.19,0.15,0.1,210.19,182.32,37.89,0.33,30.17,69.22783451005998
519,1580.69,0.14,0.12,234.72,206.77,43.31,0.37,29.77,93.37314071399967
520,1612.21,0.26,0.11,498.01,126.5,25.3,0.22,30.26,47.94666502996142
521,1641.5,0.16,0.08,318.67,172.6,34.52,0.3,29.73,67.08549269121279
522,1650.79,0.16,0.08,271.82,147.84,33.14,0.29,29.96,69.51781219444175
523,1629.59,0.26,0.06,388.74,120.41,25.41,0.22,30.23,47.83308881116928
524,1624.03,0.18,0.07,227.6,66.89,16.27,0.14,29.8,29.908321310724816
525,1663.68,0.18,0.13,251.64,220.14,44.97,0.39,30.31,87.4880497764913
526,1549.22,0.2,0.18,314.14,277.48,55.5,0.48,29.59,121.63681645638583
527,1644.07,0.22,0.11,375.53,150.61,30.6,0.26,30.01,73.43661002804423
528,1726.02,0.2,0.04,359.92,91.45,20.53,0.18,30.04,33.76815269212965
529,1644.85,0.19,0.08,364.56,152.66,33.04,0.29,30.41,62.19615630137833
530,1670.88,0.27,0.04,469.94,31.37,11.49,0.1,30.42,25.845595324931324
531,1716.03,0.23,0.09,424.05,156.53,32.21,0.28,29.72,63.13689683089686
532,1664.85,0.31,0.12,546.61,130.53,31.58,0.27,29.92,57.7830432085092
533,1636.93,0.21,0.13,383.99,185.75,37.15,0.32,30.16,67.28400202127584
534,1663.2,0.24,0.07,475.42,119.42,30.32,0.26,29.52,71.21868809024413
535,1662.14,0.18,0.16,327.14,290.03,58.01,0.5,29.92,132.8468897458402
536,1664.83,0.18,0.12,276.73,183.24,37.62,0.33,29.74,77.36605201106269
537,1587.8,0.22,0.17,414.89,297.32,59.46,0.51,30.0,141.33705468734365
538,1692.65,0.22,0.08,395.09,108.5,26.06,0.23,30.43,63.11901590461521
539,1528.11,0.23,0.09,362.62,131.17,26.23,0.23,29.88,46.12246243080459
540,1511.24,0.17,0.15,258.43,283.93,56.79,0.49,29.96,117.86697230756936
541,1414.19,0.16,0.16,220.29,158.5,31.7,0.27,30.14,63.93878556625098
542,1656.77,0.23,0.1,421.67,233.56,47.12,0.41,30.18,114.01718988369332
543,1624.82,0.22,0.1,293.83,184.55,39.53,0.34,30.17,71.93227623750624
544,1589.96,0.24,0.1,411.29,129.41,26.61,0.23,30.01,47.667834409928915
545,1687.9,0.2,0.12,313.19,206.41,41.87,0.36,30.02,74.73790964350133
546,1589.57,0.22,0.12,338.59,184.41,41.5,0.36,30.15,94.50278194898848
547,1699.08,0.2,0.14,286.3,201.47,40.29,0.35,29.92,76.31620201011643
548,1673.25,0.18,0.09,371.59,131.17,28.66,0.25,29.96,51.166837048384195
549,1513.25,0.16,0.19,203.8,362.33,72.47,0.63,30.03,156.09624236719372
550,1489.06,0.16,0.07,260.39,94.44,20.76,0.18,29.9,37.10720379817187
551,1544.11,0.24,0.1,436.04,147.89,33.96,0.29,30.37,58.014356099437435
552,1612.56,0.19,0.06,349.31,108.7,24.41,0.21,30.33,50.01028592735305
553,1476.74,0.19,0.09,298.08,111.49,25.54,0.22,30.4,46.31609370648474
554,1659.21,0.25,0.06,401.46,111.84,25.48,0.22,29.88,43.39406669317548
555,1607.14,0.15,0.12,159.14,181.1,36.22,0.31,30.28,77.74187278055005
556,1612.08,0.24,0.1,417.51,175.29,35.06,0.3,30.25,80.88399548197923
557,1591.04,0.18,0.15,230.01,228.06,45.61,0.39,29.66,90.4932982647278
558,1536.51,0.16,0.09,255.78,157.37,34.72,0.3,30.0,74.17556364406505
559,1568.24,0.25,0.15,396.17,258.49,53.62,0.46,29.82,116.6586472693701
560,1619.69,0.16,0.14,244.9,235.67,48.18,0.42,29.8,93.70291903654706
561,1433.75,0.22,0.08,314.97,163.92,34.4,0.3,29.52,69.8503298866187
562,1554.54,0.16,0.11,265.88,235.43,51.42,0.44,30.54,116.15888564447079
563,1630.23,0.2,0.09,350.16,116.51,23.77,0.21,30.27,45.36829573701632
564,1633.95,0.2,0.12,286.46,162.04,37.19,0.32,29.6,72.18712612562969
565,1599.05,0.21,0.07,347.2,92.24,23.81,0.21,29.5,41.984015788696745
566,1628.66,0.19,0.12,319.38,179.96,36.68,0.32,29.92,71.9994177762423
567,1779.01,0.22,0.1,338.08,204.38,41.84,0.36,29.66,101.26138001210768
568,1596.48,0.25,0.12,405.91,218.23,43.65,0.38,30.17,87.41908735848344
569,1613.78,0.22,0.12,355.85,149.37,29.87,0.26,29.78,56.24873670264009
570,1565.52,0.22,0.08,399.51,142.05,33.03,0.29,30.41,74.83427559984008
571,1515.58,0.23,0.06,402.23,125.08,31.84,0.28,29.82,63.53942360013036
572,1676.76,0.17,0.1,331.89,96.16,28.51,0.25,29.29,50.36453369210409
573,1638.23,0.18,0.11,357.69,177.5,39.32,0.34,30.09,82.20599917318728
574,1481.56,0.2,0.11,276.15,136.14,27.92,0.24,29.82,51.11369435603518
575,1558.7,0.18,0.15,286.55,215.7,44.23,0.38,29.93,94.33893562398536
576,1632.24,0.17,0.08,260.65,192.19,38.84,0.34,30.11,92.78420037262488
577,1542.31,0.17,0.11,265.34,201.25,41.79,0.36,30.54,82.54329711669114
578,1632.98,0.2,0.12,268.94,210.41,42.08,0.36,30.43,86.41427118608283
579,1527.72,0.25,0.11,342.58,187.09,37.6,0.32,30.03,80.24112031156083
580,1579.15,0.16,0.13,241.44,151.97,35.45,0.31,29.8,79.73709986554991
581,1604.63,0.26,0.15,427.58,261.67,52.59,0.45,30.23,93.18368606259409
582,1621.06,0.28,0.1,447.42,190.44,38.65,0.33,29.92,84.78232494773385
583,1551.78,0.24,0.18,387.98,329.37,66.32,0.57,30.48,130.53114219749455
584,1509.9,0.21,0.11,288.1,135.74,28.16,0.24,29.69,55.80814317995528
585,1599.2,0.24,0.07,395.32,129.06,27.16,0.23,29.63,57.26940752282003
586,1638.29,0.15,0.08,222.67,107.15,21.43,0.19,30.03,39.55587140041238
587,1568.38,0.25,0.11,347.66,193.87,38.97,0.34,29.82,72.3274476834662
588,1642.63,0.2,0.08,335.37,110.5,23.71,0.2,30.0,55.330932073095696
589,1688.16,0.25,0.09,409.31,143.54,32.0,0.28,29.63,56.14132889121483
590,1497.79,0.17,0.08,248.32,107.57,21.79,0.19,30.49,46.5475852011438
591,1618.82,0.19,0.1,373.31,211.89,43.97,0.38,29.99,96.51856760885657
592,1611.16,0.2,0.1,289.31,63.51,32.43,0.28,29.76,58.89332996021771
593,1536.62,0.21,0.07,295.82,150.84,34.73,0.3,30.32,77.31442057234072
594,1772.27,0.26,0.12,475.99,239.74,47.95,0.41,29.76,108.18239773486394
595,1629.68,0.21,0.13,335.57,198.41,40.86,0.35,29.66,81.05068288143157
596,1596.24,0.17,0.05,289.36,82.02,21.3,0.18,29.49,52.29288904243745
597,1609.69,0.23,0.06,402.07,112.72,23.93,0.21,30.06,48.230239731730876
598,1545.71,0.21,0.09,299.18,117.51,26.14,0.23,30.21,53.0353246595439
599,1675.42,0.18,0.11,282.04,178.55,38.04,0.33,30.23,71.77930508127226
600,1726.97,0.18,0.09,324.07,149.29,30.95,0.27,29.47,68.73560764298882
601,1607.65,0.21,0.05,297.5,76.52,21.48,0.19,30.29,42.180260785397984
602,1570.37,0.25,0.12,370.76,187.07,38.85,0.34,30.37,88.10491992739497
603,1650.19,0.24,0.1,340.48,235.23,48.5,0.42,30.14,100.10442803691973
604,1606.93,0.23,0.14,389.55,235.24,47.05,0.41,29.68,87.35366858355613
605,1671.65,0.24,0.09,378.95,145.2,36.78,0.32,29.55,78.65445476783518
606,1641.31,0.22,0.12,367.13,211.23,42.25,0.37,29.94,83.64851036909059
607,1522.81,0.15,0.11,229.8,167.32,35.7,0.31,29.94,77.43579650768335
608,1642.54,0.22,0.11,356.05,168.16,35.58,0.31,29.42,60.93648014975522
609,1578.34,0.21,0.09,295.05,176.82,35.72,0.31,29.77,60.61326833695153
610,1563.59,0.25,0.14,445.12,217.45,43.49,0.38,29.92,94.50950093783128
611,1595.05,0.17,0.11,268.09,224.59,45.59,0.39,30.04,93.40891662051477
612,1486.26,0.18,0.17,245.57,260.17,52.03,0.45,30.14,104.52252793604058
613,1609.77,0.26,0.14,343.9,282.08,56.87,0.49,29.83,117.61261478786828
614,1624.17,0.21,0.15,376.59,218.21,43.64,0.38,29.86,81.0378795308568
615,1519.7,0.24,0.11,354.45,215.61,44.22,0.38,29.73,79.36589498805527
616,1600.2,0.27,0.1,425.19,233.5,47.19,0.41,29.47,93.99511611378286
617,1622.29,0.22,0.13,389.43,225.21,45.15,0.39,30.21,78.61604029389115
618,1594.37,0.21,0.12,323.01,185.21,37.04,0.32,29.66,74.05562710021431
619,1744.11,0.1,0.12,144.1,158.37,41.26,0.36,29.85,89.0370810649066
620,1553.43,0.16,0.07,239.66,128.57,30.05,0.26,29.99,62.40272150133877
621,1573.07,0.2,0.12,280.56,251.82,50.85,0.44,30.44,101.26011117278004
622,1570.9,0.18,0.13,228.13,140.31,31.18,0.27,30.25,63.01144610740465
623,1578.21,0.21,0.16,380.8,224.82,44.96,0.39,29.81,86.73052384533459
624,1645.15,0.17,0.14,254.61,159.72,36.64,0.32,29.93,66.34816872893136
625,1576.3,0.19,0.09,270.86,133.55,27.32,0.24,29.88,50.06719896761465
626,1518.8,0.2,0.1,231.43,122.88,25.3,0.22,30.1,45.87251510653062
627,1604.54,0.19,0.11,312.47,194.41,39.72,0.34,30.15,72.93713665134564
628,1505.32,0.18,0.11,244.64,233.3,48.4,0.42,29.91,106.35132891724871
629,1655.58,0.17,0.07,290.54,141.13,31.3,0.27,30.3,54.9048986735671
630,1489.66,0.24,0.09,359.6,95.42,20.59,0.18,30.05,42.167198630646595
631,1645.29,0.18,0.09,231.19,201.27,42.25,0.37,29.41,86.83934759024653
632,1535.54,0.16,0.09,296.75,177.62,36.97,0.32,29.95,89.64994356451875
633,1549.78,0.22,0.07,365.14,126.05,27.17,0.23,30.61,54.61478476752131
634,1643.2,0.2,0.16,321.08,191.98,43.95,0.38,30.0,94.5565663371948
635,1824.26,0.17,0.1,184.52,190.1,38.95,0.34,29.58,76.02985736497071
636,1584.47,0.21,0.13,414.87,189.27,40.21,0.35,30.42,79.39284202755425
637,1525.12,0.23,0.08,357.4,142.99,28.66,0.25,29.6,50.908918018939
638,1634.38,0.24,0.08,447.88,157.13,33.74,0.29,29.71,65.85846341609364
639,1547.32,0.22,0.1,369.73,164.37,32.87,0.28,29.95,62.34598315380689
640,1670.75,0.22,0.09,395.6,188.3,41.32,0.36,30.14,69.12107359557771
641,1569.26,0.18,0.06,316.29,48.76,15.38,0.13,29.73,29.66760304304744
642,1576.37,0.18,0.13,295.05,184.89,36.98,0.32,30.0,70.82677995706919
